i>>?CLAVE,SITIO,,,,,O_CUENCA,,,ESTADO,,,CUENCA,,,C_AGUA,,,SUBTIPO
DLPUE2005,RIO TECOLUTLA 1,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TECOLUTLA,,,RIO TECOLUTLA,,,RIO
OCGCE3216,PUENTE ESPINAL,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TECOLUTLA,,,RIO TECOLUTLA,,,RIO
OCGCE3219,PUENTE TECOLUTLA,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TECOLUTLA,,,RIO TECOLUTLA,,,RIO
OCGCE3182,TESECHOACAN,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TESECHOACAN,,,RIO TESECHOACAN,,,RIO
OCGCE3183,VILLA AZUETA,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO PLAYA VICENTE,,,RIO TESECHOACAN,,,RIO
OCGCE3188,SAN JOSE CHILAPA,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO PLAYA VICENTE,,,RIO TESECHOACAN,,,RIO
OCGCE3189,PLAYA VICENTE,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO PLAYA VICENTE,,,RIO TESECHOACAN,,,RIO
OCGCE3420,MEXPAPE (LA CORTINA),,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TONTO,,,RIO TONTO,,,RIO
OCGCE3404,PUENTE TUXPAN,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TUXPAN,,,RIO TUXPAN,,,RIO
OCGCE3406,RIO TUXPAM (CHIJOLAR),,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TUXPAN,,,RIO TUXPAN,,,
OCGCE3407,EL SUCHILT,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TUXPAN,,,RIO TUXPAN,,,RIO
OCGCE3408,ALAMO (TEMAPACHE),,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TUXPAN,,,RIO TUXPAN,,,RIO
OCGCE3409,PUENTE LOPEZ PORTILLO,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TUXPAN,,,RIO TUXPAN,,,RIO
OCGCE3412,PUENTE LAS FUENTES 5 POBLADOS,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TUXPAN,,,RIO TUXPAN,,,RIO
OCGCE3455,UXPANAPA,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,BAJO RIO UXPANAPA,,,RIO UXPANAPA,,,RIO
OCGCE3363,CUAJILOTE,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TONTO,,,RIO ZAPOTE,,,RIO
OCGCE3365,ARROYO ZAPOTE (CUICHAPA),,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,RIO TONTO,,,RIO ZAPOTE,,,RIO
OCGCE3445,PE&A BLANCA,,,,,GOLFO CENTRO,,,VERACRUZ DE IGNACIO DE LA LLAVE,,,BAJO RIO COATZACOALCOS,,,,,,RIO
DLHID1483,LA ISLETA LAGUNA DE TECOCOMULCO,,,,,GOLFO NORTE,,,HIDALGO,,,TOCHAC-TECOCOMULCO,,,LAGO DE TECOCOMULCO,,,LAGO
DLHID1473,MANANTIAL DE LA LAGUNA DE HUEYAPAN,,,,,GOLFO NORTE,,,HIDALGO,,,RIO GRANDE DE TULANCINGO,,,LAGUNA DE HUEYAPAN,,,LAGO
DLHID1471,LAGUNA DE ZUPITLAN 1,,,,,GOLFO NORTE,,,HIDALGO,,,RIO GRANDE DE TULANCINGO,,,LAGUNA DE ZUPITLAN,,,LAGO
DLHID1472,LAGUNA DE ZUPITLAN 2,,,,,GOLFO NORTE,,,HIDALGO,,,RIO GRANDE DE TULANCINGO,,,LAGUNA DE ZUPITLAN,,,LAGO
DLHID1490,PRESA LA ESTANZUELA 1,,,,,GOLFO NORTE,,,HIDALGO,,,RIO ACTOPAN,,,PRESA LA ESTANZUELA,,,PRESA
DLQUE2135,PRESA LA ESTANZUELA 2,,,,,GOLFO NORTE,,,HIDALGO,,,RIO ACTOPAN,,,PRESA LA ESTANZUELA,,,PRESA
DLHID1492,PRESA ZIMAPAN 3,,,,,GOLFO NORTE,,,HIDALGO,,,EMBALSE ZIMAPAN,,,PRESA ZIMAPAN,,,PRESA
DLHID1493,PRESA ZIMAPAN 4,,,,,GOLFO NORTE,,,HIDALGO,,,EMBALSE ZIMAPAN,,,PRESA ZIMAPAN,,,PRESA
DLHID1422,AHUACATITLAN,,,,,GOLFO NORTE,,,HIDALGO,,,RIO AMAJAQUE,,,RIO AMAJAC,,,RIO
DLHID1520,ATLAPEXCO,,,,,GOLFO NORTE,,,HIDALGO,,,RIO LOS HULES,,,RIO ATLAXPECO,,,RIO
DLHID1470,RIO CHINAMECA,,,,,GOLFO NORTE,,,HIDALGO,,,RIO LOS HULES,,,RIO CHINAMECA,,,RIO
DLHID1518,SAN SIMON,,,,,GOLFO NORTE,,,HIDALGO,,,RIO AMAJAC,,,RIO CLARO,,,RIO
DLHID1517,RIO LOS HULES,,,,,GOLFO NORTE,,,HIDALGO,,,RIO TEMPOAL 1,,,RIO LOS HULES,,,RIO
DLHID1469,TLACOTEPEC,,,,,GOLFO NORTE,,,HIDALGO,,,RIO METZTITLAN 2,,,RIO METZTITLAN,,,RIO
DLHID1508,LAGUNA DE METZTITLAN 2,,,,,GOLFO NORTE,,,HIDALGO,,,RIO METZTITLAN 2,,,RIO METZTITLAN,,,LAGO
DLHID1509,LAGUNA DE METZTITLAN 1,,,,,GOLFO NORTE,,,HIDALGO,,,RIO METZTITLAN 2,,,RIO METZTITLAN,,,LAGO
DLHID1513,LAS ADJUNTAS 1,,,,,GOLFO NORTE,,,HIDALGO,,,RIO MOCTEZUMA 1,,,RIO MOCTEZUMA,,,RIO
DLHID1489,MANGUANI,,,,,GOLFO NORTE,,,HIDALGO,,,RIO  SAN JUAN 2,,,RIO SAN JUAN,,,RIO
DLHID1491,RH26-3 PANUCO,,,,,GOLFO NORTE,,,HIDALGO,,,RIO  SAN JUAN 2,,,RIO SAN JUAN,,,RIO
DLHID1487,RH17 AGUAS ARRIBA DE LA DESCARGA DEL GEISER,,,,,GOLFO NORTE,,,HIDALGO,,,RIO  SAN JUAN 2,,,RIO SAN JUAN DEL RIO,,,RIO
DLHID1474,RIO SAN LORENZO 3,,,,,GOLFO NORTE,,,HIDALGO,,,RIO GRANDE DE TULANCINGO,,,RIO SAN LORENZO,,,RIO
DLHID1519,TEHUETLAN,,,,,GOLFO NORTE,,,HIDALGO,,,RIO LOS HULES,,,RIO TEHUETLAN,,,RIO
DLHID1478,COLONIA 28 DE MAYO TULANCINGO,,,,,GOLFO NORTE,,,HIDALGO,,,RIO GRANDE DE TULANCINGO,,,RIO TULANCINGO,,,RIO
DLMIC1764,RH12-2 LERMA,,,,,GOLFO NORTE,,,MICHOACAN DE OCAMPO,,,RIO LERMA 2,,,RIO LERMA,,,RIO
DLQUE2112,"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ARRIBA)",,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,AFLUENTE RIO MOCTEZUMA Y CUERPO RECEP,,,DESCARGA
DLQUE2113,"CARTONES PONDEROSA, S.A. DE C.V. (AGUAS ABAJO)",,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,AFLUENTE RIO MOCTEZUMA Y CUERPO RECEP,,,DESCARGA
DLQUE2121,"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ARRIBA)",,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,AFLUENTE RIO SAN JUAN; CUERPO DE DESCAR,,,DESCARGA
DLQUE2122,"KIMBERLY CLARK DE MEXICO, S.A.B. DE C.V. (AGUAS ABAJO)",,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,AFLUENTE RIO SAN JUAN; CUERPO DE DESCAR,,,DESCARGA
DLQUE2106,ARROYO BERNAL,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,ARROYO BERNAL,,,ARROYO
DLQUE2103,PRESA COLON,,,,,GOLFO NORTE,,,QUERETARO,,,RIO TOLIMAN,,,PRESA COLON,,,PRESA
DLQUE2124,RQ9 AGUAS ABAJO DE LA PRESA CONSTITUCION DE 1857,,,,,GOLFO NORTE,,,QUERETARO,,,RIO GALINDO,,,PRESA CONSTITUCION DE 1857,,,RIO
DLQUE2144,JALPAN,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA DE JALPAN,,,PRESA
DLQUE2127,PRESA EL CENTENARIO 3,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,PRESA EL CENTENARIO,,,PRESA
DLQUE2136,BOMBAS DE LA PRESA INFIERNILLO,,,,,GOLFO NORTE,,,QUERETARO,,,EMBALSE ZIMAPAN,,,PRESA INFIERNILLO,,,PRESA
DLQUE2138,PRESA JALPAN 6,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2139,PRESA JALPAN 2,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2140,PRESA JALPAN 7,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2141,PRESA JALPAN 1,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2142,PRESA JALPAN 3,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2143,PRESA JALPAN 4,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2145,PRESA JALPAN 8,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2146,PRESA JALPAN 5,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,PRESA JALPAN,,,PRESA
DLQUE2123,SALIDA DE LA PRESA PASO DE TABLAS,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,PRESA PASO DE TABLAS,,,PRESA
DLQUE2134,PRESA ZIMAPAN 2,,,,,GOLFO NORTE,,,QUERETARO,,,EMBALSE ZIMAPAN,,,PRESA ZIMAPAN,,,PRESA
DLQUE2149,RIO AYUTLA,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,RIO AYUTLA,,,RIO
DLQUE2104,RIO COLON DESPUES DE LA PTAR,,,,,GOLFO NORTE,,,QUERETARO,,,RIO TOLIMAN,,,RIO COLON,,,RIO
DLQUE2105,RIO COLON ANTES DE PTAR,,,,,GOLFO NORTE,,,QUERETARO,,,RIO TOLIMAN,,,RIO COLON,,,RIO
DLQUE2150,RIO CONCA,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,RIO CONCA,,,RIO
DLQUE2147,RIO ESCANELA DESPUES DE LA PTAR,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,RIO ESCANELA,,,RIO
DLQUE2148,RIO ESCANELA ANTES DE LA PTAR,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,RIO ESCANELA,,,RIO
DLQUE2097,RIO EXTORAZ DESPUES DE LA CD,,,,,GOLFO NORTE,,,QUERETARO,,,RIO EXTORAZ,,,RIO EXTORAZ,,,RIO
DLQUE2098,RIO EXTORAZ ANTES DE LA CD,,,,,GOLFO NORTE,,,QUERETARO,,,RIO EXTORAZ,,,RIO EXTORAZ,,,RIO
DLQUE2099,PE&A BLANCA,,,,,GOLFO NORTE,,,QUERETARO,,,RIO EXTORAZ,,,RIO EXTORAZ,,,RIO
DLQUE2131,ARROYO DEL REAL,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SANTA MARIA 3,,,RIO JALPAN,,,RIO
DLQUE2133,"INFIERNILLO, ESTACION DE AFORO",,,,,GOLFO NORTE,,,QUERETARO,,,EMBALSE ZIMAPAN,,,RIO MOCTEZUMA,,,RIO
DLQUE2107,RQ13 AGUAS ABAJO DEL DREN  LA CULEBRA,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2108,RQ12 AGUAS ARRIBA DEL DREN  LA CULEBRA,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2110,PTAR SAN PEDRO AHUACATLAN II,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2111,PTAR SAN PEDRO AHUACATLAN I AGUAS ABAJO,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2114,"MANUFACTURAS KALTEX, S.A. DE C.V. (AGUAS ABAJO).",,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,DESCARGA
DLQUE2115,"MANUFACTURAS KALTEX, S.A. DE C.V.(AGUAS ARRIBA)",,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,DESCARGA
DLQUE2117,RQ10 AGUAS ABAJO DE LA PRESA LOMO DE TORO,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2118,AUTOPISTA MEXICO-QUERETARO,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2119,RIO SAN JUAN TALOQUIMIA,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2125,ENTRADA PRESA CENTENARIO,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2128,RQ15 AGUAS ABAJO DE LA PRESA CENTENARIO,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,ARROYO
DLQUE2129,RQ16 AGUAS ARRIBA DE LA PRESA PASO DE TABLAS,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2130,TEQUISQUIAPAN DESPUES DE LA PTAR,,,,,GOLFO NORTE,,,QUERETARO,,,RIO SAN JUAN 1,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2160,RQ7 AGUAS ABAJO DE LA PRESA SAN ILDEFONSO,,,,,GOLFO NORTE,,,QUERETARO,,,RIO &ADO,,,RIO SAN JUAN DEL RIO,,,RIO
DLQUE2100,SALIDA DE PTAR TOLIMAN,,,,,GOLFO NORTE,,,QUERETARO,,,RIO TOLIMAN,,,RIO TOLIMAN,,,RIO
DLQUE2101,RIO TOLIMAN,,,,,GOLFO NORTE,,,QUERETARO,,,RIO TOLIMAN,,,RIO TOLIMAN,,,RIO
DLQUE2102,SAN PABLO TOLIMAN,,,,,GOLFO NORTE,,,QUERETARO,,,RIO TOLIMAN,,,RIO TOLIMAN,,,RIO
DLSAN2391,"CITROFRUT, S.A. DE C.V. (AGUAS ARRIBA)",,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO HUICHIHUAYAN,,,AFLUENTE DE DESCARGA RIO HUICHIHUAYAN,,,DESCARGA
DLSAN2372,ARROYOS Y MANANTIALES DE TANCHACHIN 3,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 1,,,ARROYOS Y MANANTIALES DE TANCHACHIN,,,ARROYO
DLSAN2376,CIENEGAS DE TAMASOPO 3,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO SANTA MARIA 3,,,CIENEGAS DE TAMASOPO,,,RIO
DLSAN2377,CIENEGAS DE TAMASOPO 2,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO SANTA MARIA 3,,,CIENEGAS DE TAMASOPO,,,RIO
DLSAN2378,CIENEGAS DE TAMASOPO 1,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO SANTA MARIA 3,,,CIENEGAS DE TAMASOPO,,,RIO
DLSAN2373,ARROYOS Y MANANTIALES DE TANCHACHIN 1,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 1,,,CUERPO DE AGUA DEL HUMEDAL,,,ARROYO
DLSAN2364,LAGUNA DE MARLAND 4,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO PANUCO 1,,,LAGO DE MARLAND,,,LAGO
DLSAN2363,LAGUNA DE MARLAND 5,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO PANUCO 1,,,LAGUNA DE MARLAND,,,LAGO
DLSAN2341,LAGUNA MEDIA LUNA 2,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,LAGUNA MEDIA LUNA,,,LAGO
DLSAN2342,LAGUNA MEDIA LUNA 1,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,LAGUNA MEDIA LUNA,,,LAGO
DLSAN2343,LAGUNA MEDIA LUNA 3,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,LAGUNA MEDIA LUNA,,,LAGO
DLSAN2291,PRESA LA MU&ECA (VADO A SAN RAFAEL),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO SANTA MARIA 1,,,PRESA LA MU&ECA,,,ARROYO
DLSAN2292,PRESA LA MU&ECA (OBRA DE TOMA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO SANTA MARIA 1,,,PRESA LA MU&ECA,,,PRESA
DLSAN2358,PRESA LAS LAJILLAS 1,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,PRESA LAS LAJILLAS,,,PRESA
DLSAN2359,PRESA LAS LAJILLAS 2,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,PRESA LAS LAJILLAS,,,PRESA
DLSAN2360,PRESA LAS LAJILLAS 3,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,PRESA LAS LAJILLAS,,,PRESA
DLSAN2361,PRESA LAS LAJILLAS 4,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,PRESA LAS LAJILLAS,,,PRESA
DLSAN2362,PRESA LAS LAJILLAS 5,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,PRESA LAS LAJILLAS,,,PRESA
DLSAN2386,PUENTE CARRETERO AGUA BUENA,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 2,,,RIO AGUA BUENA,,,RIO
DLSAN2399,HIDROMETRICA TEMAMATLA,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO CLARO,,,RIO AMAJAC,,,RIO
DLSAN2396,REQUETEMU,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO MOCTEZUMA 3,,,RIO AXTLA,,,RIO
DLSAN2369,RIO CHOY (PLANTA POTABILIZADORA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO CHOY,,,RIO CHOY,,,RIO
DLSAN2346,BALLESMI,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO COY 2,,,RIO COY,,,RIO
DLSAN2347,ESTACION HIDROMETRICA BALLESMI,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO COY 1,,,RIO COY,,,RIO
DLSAN2390,MANANTIAL COY,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO COY 1,,,RIO COY,,,RIO
DLSAN2401,"INGENIO SAN MIGUEL DEL NARANJO, S.A. DE C.V. (AGUAS ARRIBA)",,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO EL SALTO,,,RIO EL SALTO,,,DESCARGA
DLSAN2402,"INGENIO SAN MIGUEL DEL NARANJO, S.A. DE C.V. (AGUAS ABAJO)",,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO EL SALTO,,,RIO EL SALTO,,,RIO
DLSAN2403,EL SALTO,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO EL SALTO,,,RIO EL SALTO,,,RIO
DLSAN2352,INGENIO PLAN DE AYALA S.A. DE C.V.  (AGUAS ARRIBA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,RIO GALLINAS,,,DESCARGA
DLSAN2375,GALLINAS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 1,,,RIO GALLINAS,,,RIO
DLSAN2387,"INGENIO ALIANZA POPULAR, S.A. DE C.V.  (AGUAS ARRIBA)",,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 2,,,RIO GALLINAS,,,DESCARGA
DLSAN2393,HUICHIHUAYAN,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO HUICHIHUAYAN,,,RIO HUICHIHUAYAN,,,RIO
DLSAN2394,AXTLA DE TERRAZAS 1,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO MOCTEZUMA 3,,,RIO HUICHIHUAYAN,,,RIO
DLSAN2395,AXTLA DE TERRAZAS 2,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO MOCTEZUMA 3,,,RIO HUICHIHUAYAN,,,RIO
DLSAN2345,TANQUIAN,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO MOCTEZUMA 3,,,RIO MOCTEZUMA,,,RIO
DLSAN2397,TIERRA BLANCA,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO MOCTEZUMA 3,,,RIO MOCTEZUMA,,,RIO
DLSAN2398,TAMAZUNCHALE,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO MOCTEZUMA 3,,,RIO MOCTEZUMA,,,RIO
DLSAN2400,SAN VICENTE TANCUAYALAB,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO MOCTEZUMA 4,,,RIO MOCTEZUMA,,,RIO
DLSAN2381,CASCADAS DE TAMASOPO (CONFLUENCIA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 2,,,RIO TAMASOO,,,RIO
DLSAN2379,TAMASOPO,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 2,,,RIO TAMASOPO,,,RIO
DLSAN2380,PUENTE EL AHOGADO,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 2,,,RIO TAMASOPO,,,RIO
DLSAN2382,PASO ANCHO,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 2,,,RIO TAMASOPO,,,RIO
DLSAN2383,PUENTE DE DIOS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 1,,,RIO TAMASOPO,,,RIO
DLSAN2384,LAS PLAYITAS (CAMPAMENTO PUENTE DE DIOS),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 1,,,RIO TAMASOPO,,,RIO
DLSAN2385,LAS CASCADITAS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMASOPO 2,,,RIO TAMASOPO,,,RIO
DLSAN2348,HIDROMETRICA PUJAL,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 2,,,RIO TAMPAON,,,RIO
DLSAN2365,ESTACION HIDROMETRICA ADJUNTAS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO PANUCO 1,,,RIO TAMPAON,,,RIO
DLSAN2366,SAN JOSE DE LIMON,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIOS MOCTEZUMA 5,,,RIO TAMPAON,,,RIO
DLSAN2368,TAMUIN 1,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO AMAJAC,,,RIO TAMPAON,,,RIO
DLSAN2374,CASCADA DE TAMUL (CONFLUENCIA RIO TAMPAON C/RIO GALLINAS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 1,,,RIO TAMPAON,,,RIO
DLSAN2367,TAMUIN,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIOS MOCTEZUMA 5,,,RIO TAMUIN O TAMPAON,,,RIO
DLSAN2349,EL DETALLE,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 1,,,RIO VALLES,,,RIO
DLSAN2350,CIUDAD VALLES (BIRMANIA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 1,,,RIO VALLES,,,RIO
DLSAN2351,PLANTA DE TRATAMIENTO BIRMANIA (SALIDA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO TAMPAON 1,,,RIO VALLES,,,RIO
DLSAN2354,TOMA DE AGUA POTABLE,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,RIO VALLES,,,RIO
DLSAN2355,ESTACION HIDROMETRICA MICOS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VALLES,,,RIO VALLES,,,RIO
DLSAN2357,FIDEICOMISO INGENIO PLAN DE SAN LUIS (AGUAS ARRIBA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO EL SALTO,,,RIO VALLES,,,DESCARGA
DLSAN2335,RIO VERDE (ENTRADA A LA CD. RIOVERDE),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,RIO VERDE,,,RIO
DLSAN2336,RIO VERDE (SALIDA DE LA CD. RIOVERDE),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,RIO VERDE,,,RIO
DLSAN2337,CIUDAD RIO VERDE (LA PLANTA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,RIO VERDE,,,RIO
DLSAN2339,CASA DE BOMBAS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,RIO VERDE,,,RIO
DLSAN2340,VIGAS,,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO VERDE 2,,,RIO VERDE,,,RIO
DLSAN2389,RIO VERDE (DESPUES DE LA CONFLUENCIA  CON RIO SANTA MARIA),,,,,GOLFO NORTE,,,SAN LUIS POTOSI,,,RIO SANTA MARIA 3,,,RIO VERDE,,,RIO
OCGNO3517,ARROYO EL OLMO 2,,,,,GOLFO NORTE,,,TAMAULIPAS,,,AREA NO AFORADA,,,ARROYO EL OLMO,,,ARROYO
